"id","name","vision","composure","acceleration","speed","stamina","strength","balance","agility","jumping","heading"
442,"Oguzhan Özyakup",83,82,76,75,79,62,83,87,71,50
443,"Yaroslav Rakitskyi",75,78,69,74,80,75,73,72,74,68
444,"Phil Jones",59,73,55,68,80,80,62,43,83,75
445,"Adrián",32,36,46,44,38,74,48,47,69,15
446,"Neto",40,72,53,49,39,63,49,59,79,14
447,"Hugo Mallo",64,65,75,76,90,69,66,78,82,63
448,"Daniel Didavi",70,73,76,78,67,75,73,75,76,58
449,"Younès Belhanda",81,70,77,73,79,63,77,87,74,67
450,"Oliver Baumann",41,52,47,51,32,64,43,45,69,16
451,"Mário Fernandes",69,76,79,83,81,75,55,79,83,73
452,"Roberto Soriano",83,75,79,78,80,69,72,83,65,65
453,"Jesús Corona",77,80,86,79,74,39,87,90,72,68
454,"Maxime Gonalons",65,74,68,67,88,77,65,64,79,78
455,"Alphonse Areola",34,35,54,52,28,80,58,53,59,14
456,"Yunus Malli",80,83,79,76,82,52,82,84,63,40
457,"Eduardo Salvio",70,78,91,90,73,62,84,85,87,67
458,"Stephan El Shaarawy",73,71,86,87,72,55,82,85,60,51
459,"Iago Falqué",78,78,81,79,78,54,86,85,41,53
460,"Marwin Hitz",15,42,41,46,39,78,31,45,67,18
461,"Thimothée Kolodziejczak",58,56,68,74,83,85,50,61,79,72
462,"Francis Coquelin",70,74,69,70,83,76,85,76,80,60
463,"Marcel Schmelzer",52,71,75,79,85,75,64,67,72,74
464,"Ryad Boudebouz",79,49,77,76,72,59,75,81,61,45
465,"Ganso",87,85,36,34,71,67,56,67,33,65
466,"Fedor Smolov",75,73,86,85,74,75,66,75,67,70
467,"Christian Noboa",81,62,73,73,91,71,66,77,79,75
468,"Kwadwo Asamoah",76,78,81,81,85,75,85,85,79,56
469,"Ron-Robert Zieler",39,61,46,50,32,55,41,43,69,13
470,"Danny Welbeck",72,76,87,85,84,78,64,85,80,75
471,"Danny Drinkwater",77,77,68,68,83,74,78,69,56,61
472,"Aleksandar Kolarov",76,85,69,66,77,78,58,64,81,79
473,"Matteo Darmian",63,76,80,80,87,65,78,80,72,70
474,"Ibrahima Traoré",76,79,92,85,74,47,93,94,72,44
475,"Diego Perotti",84,76,85,79,76,55,79,80,64,57
476,"Angelo Ogbonna",50,79,70,73,70,84,54,60,74,78
477,"Max Kruse",82,78,74,71,79,69,76,76,66,54
478,"Konstantinos Mitroglou",67,81,53,62,71,85,34,51,79,85
479,"Nordin Amrabat",78,67,87,85,73,77,79,88,56,68
480,"Stevan Jovetic",78,80,78,81,69,75,69,80,70,68
481,"Jeremain Lens",77,76,86,89,76,76,81,75,73,63
482,"Branislav Ivanovic",57,71,63,66,78,85,47,57,83,87
483,"Eder",78,78,86,84,76,60,80,81,54,60
484,"Kiko Casilla",52,51,32,49,43,79,58,43,69,13
485,"Nacho Monreal",66,79,75,75,84,65,72,74,75,67
486,"Serdar Tasci",57,70,67,66,55,78,58,59,81,82
487,"Marcelo Díaz",76,64,65,58,86,66,94,80,74,63
488,"André Ayew",75,75,78,78,88,73,81,86,92,80
489,"Winston Reid",44,72,71,74,76,81,43,57,74,83
490,"Lucas Leiva",69,78,55,53,77,76,73,70,82,65
491,"Kevin-Prince Boateng",76,80,75,73,70,86,58,77,85,74
492,"Héctor Moreno",59,69,67,67,72,78,62,68,75,84
493,"Cristian Ansaldi",70,81,79,83,87,69,66,79,70,70
494,"Daniel Wass",80,71,75,76,90,68,59,79,59,67
495,"Coke",60,61,68,73,78,69,59,65,74,83
496,"Andrés Guardado",80,76,78,77,84,57,87,82,74,55
497,"Jonathan dos Santos",83,65,72,71,77,65,81,75,69,57
498,"Ryan Bertrand",51,75,81,79,82,72,71,76,71,69
499,"Jardel",51,72,55,66,69,89,34,34,70,84
500,"Salvatore Sirigu",46,55,50,51,34,66,55,52,68,11
501,"Yohan Cabaye",78,76,66,68,77,68,77,72,70,69
502,"Vitaliy Denisov",63,61,86,80,91,72,70,69,71,66
503,"Dušan Basta",56,78,79,78,82,76,68,70,70,72
504,"Gustavo Cabral",49,59,52,51,74,78,63,59,86,81
505,"Gabriel Paletta",18,74,55,55,69,87,48,50,80,76
506,"Lukasz Fabianski",52,63,50,47,25,65,44,52,68,11
507,"Ben Foster",42,67,50,48,32,57,50,45,75,14
508,"Vedad Ibiševic",73,79,54,64,68,79,59,66,72,82
509,"Andreas Granqvist",49,78,46,49,67,83,36,55,64,81
510,"Héctor Herrera",74,73,74,77,92,75,70,66,66,60
511,"Igor Akinfeev",62,68,51,50,35,72,45,53,62,18
512,"Fernando Belluschi",86,85,69,70,63,67,74,78,67,58
513,"Andriy Pyatov",63,52,44,44,37,76,32,58,73,10
514,"Antonio Mirante",43,65,44,43,33,55,50,50,62,13
515,"Federico Marchetti",45,64,55,50,34,62,61,60,84,12
516,"James Milner",78,86,71,69,91,73,73,73,64,69
517,"Michel Vorm",32,65,57,58,38,65,53,67,73,17
518,"Daniel Baier",80,84,64,58,81,67,77,77,78,52
519,"Atiba Hutchinson",66,82,68,75,91,78,62,69,60,75
520,"Mehmet Topal",58,75,67,68,90,82,62,66,80,76
521,"Bastian Schweinsteiger",84,88,50,52,58,77,63,67,80,78
522,"René Adler",38,49,46,37,22,66,43,49,69,10
523,"Jérémy Toulalan",74,77,49,47,78,79,64,57,66,70
524,"Phil Jagielka",39,78,60,64,74,83,64,51,83,79
525,"Stefano Sorrentino",34,66,33,41,28,74,48,52,74,10
526,"Robin van Persie",79,79,66,64,62,65,59,69,57,75
527,"Gareth Barry",74,81,32,34,79,77,63,52,70,74
528,"Francesco Totti",91,85,43,34,54,75,60,59,34,42
529,"Gianluigi Donnarumma",50,60,46,50,34,68,38,60,68,12
530,"Nélson Semedo",60,74,90,92,88,59,83,88,80,58
531,"Florin Andone",67,86,81,79,87,75,69,79,79,76
532,"Sergej Milinkovic-Savic",77,76,69,75,78,86,59,68,85,86
533,"Omar Al Soma",70,71,79,76,81,83,74,74,75,77
534,"Petros",75,77,74,75,88,70,70,70,61,57
535,"Victor Nilsson Lindelöf",55,70,66,68,78,79,47,55,81,79
536,"Naby Keïta",80,75,82,72,91,59,90,90,56,42
537,"Tiémoué Bakayoko",75,74,71,72,79,81,62,66,78,72
538,"Mahmoud Dahoud",81,59,78,65,90,58,77,84,70,42
539,"Rúben Semedo",48,69,68,76,78,86,52,65,88,75
540,"Rafa",75,77,91,92,68,30,85,91,65,56
541,"Dani García",74,71,58,47,86,73,69,66,64,46
542,"Lisandro López",41,75,64,69,73,80,55,66,88,82
543,"Ángel Correa",69,71,86,80,69,59,83,87,54,61
544,"Andreas Christensen",58,68,64,68,66,68,62,54,72,78
545,"Nabil Bentaleb",80,79,68,66,78,71,68,75,54,48
546,"Stanislav Kritsyuk",35,24,49,47,37,67,41,36,69,17
547,"Divock Origi",71,70,87,85,74,82,62,77,73,73
548,"Max Meyer",80,78,82,68,78,37,90,91,59,37
549,"Gayà",70,70,85,88,77,61,82,81,75,60
550,"Marco Benassi",75,75,69,69,83,78,67,75,69,72
551,"Pedro Santos",70,76,92,93,79,47,81,90,72,60
552,"Elseid Hysaj",56,73,79,84,85,69,69,76,69,66
553,"João Cancelo",66,59,93,92,79,66,74,80,73,64
554,"Alessio Romagnoli",40,72,65,69,74,78,55,59,74,76
555,"Piotr Zielinski",81,74,83,83,77,55,76,77,55,52
556,"Bruno Peres",63,75,89,92,93,69,83,83,69,60
557,"Ricardo Pereira",75,80,88,88,72,62,78,84,76,65
558,"Óliver Torres",84,73,76,68,68,34,81,86,62,53
559,"Filip Kostic",72,77,89,89,74,74,72,76,66,48
560,"Emre Can",76,74,72,77,86,84,72,75,76,70
561,"Matthias Ginter",68,76,54,73,72,81,53,59,65,83
562,"Luciano Vietto",73,71,78,75,69,57,87,79,74,69
563,"Arrizabalaga",55,26,34,33,37,51,39,36,69,17
564,"Maximilian Arnold",77,68,67,67,76,64,70,75,52,54
565,"Alassane Pléa",76,74,81,82,80,78,78,78,73,72
566,"Denis Cheryshev",79,69,81,84,79,67,74,76,75,54
567,"Edin Višca",69,77,91,87,75,53,88,92,70,45
568,"Bernard",77,71,94,84,68,31,96,92,61,59
569,"Daniele Baselli",80,74,72,72,76,65,75,79,69,64
570,"Arkadiusz Milik",60,72,73,75,77,74,63,69,62,74
571,"Bernat",70,70,84,75,77,57,86,85,73,53
572,"Šime Vrsaljko",68,67,82,83,88,73,72,67,84,69
573,"Eric Botteghin",32,53,38,34,72,90,39,36,79,78
574,"John Stones",59,81,75,75,80,78,57,64,72,77
575,"Jannik Vestergaard",50,70,47,46,63,94,29,31,34,86
576,"Simone Zaza",66,68,77,78,69,80,68,77,85,80
577,"Sergi Darder",82,84,63,55,67,68,77,77,54,50
578,"Fernando",66,70,77,76,80,80,81,74,80,62
579,"Memphis Depay",73,67,91,89,78,80,83,83,74,55
580,"Jesé",70,66,90,83,69,62,76,87,74,42
581,"Thomas Meunier",71,75,72,81,90,86,49,64,72,71
582,"Eric Dier",66,78,55,66,81,84,40,56,71,83
583,"Federico Fernández",44,72,54,53,68,79,48,48,76,80
584,"Nicola Sansone",79,76,86,84,74,65,87,87,66,65
585,"Gastón Ramírez",78,77,76,72,69,59,68,83,70,57
586,"Faouzi Ghoulam",58,72,77,84,91,75,62,69,73,70
587,"Gabriel",61,61,68,72,74,77,71,69,75,77
588,"Vladimír Darida",78,74,74,65,94,46,88,84,77,41
589,"Cédric",65,69,83,83,87,62,83,76,73,65
590,"Lorenzo Tonelli",30,74,75,77,68,77,79,73,81,76
591,"Benjamin Lecomte",41,38,44,40,34,55,25,36,60,10
592,"Lucas Digne",72,71,81,82,81,72,80,70,75,64
593,"Paco Alcácer",63,66,74,73,66,63,78,76,75,77
594,"Heung Min Son",73,72,85,86,76,60,77,79,65,65
595,"Vicente Gómez",79,65,51,55,74,75,42,62,59,74
596,"Emre Çolak",78,71,78,71,69,40,89,86,50,65
597,"André André",76,83,74,73,75,64,74,74,70,65
598,"Dušan Tadic",84,78,72,70,73,64,77,81,65,63
599,"Danilo",62,67,77,82,83,79,66,75,75,68
600,"Pablo Sarabia",81,51,77,78,65,58,81,82,53,61
601,"Alex Oxlade-Chamberlain",72,68,89,89,75,70,88,84,65,39
602,"Marco Höger",77,79,61,59,86,78,62,64,77,67
603,"Florian Lejeune",40,70,49,58,75,90,59,60,72,75
604,"Giannelli Imbula",76,84,79,75,82,77,74,75,72,62
605,"Nicolás Lodeiro",82,77,75,69,87,60,79,79,71,42
606,"Daniel Caligiuri",76,74,84,78,76,67,77,78,76,56
607,"Jeffrey Bruma",61,67,62,69,67,90,47,52,80,81
608,"Willian José",63,73,64,68,66,86,51,59,56,75
609,"Wahbi Khazri",79,72,74,77,72,68,67,80,44,52
610,"Keko",81,60,82,79,67,66,76,78,65,34
611,"Gil",44,75,53,71,71,86,40,41,60,75
612,"Martin Braithwaite",76,77,82,87,81,77,76,90,85,66
613,"Jaume Costa",57,56,84,85,82,62,80,81,83,66
614,"Romain Hamouma",75,73,79,79,73,66,78,82,60,63
615,"Escudero",56,59,74,80,82,69,78,75,79,63
616,"Marcos Alonso",65,72,76,82,90,78,58,69,68,70
617,"Holger Badstuber",67,70,45,50,46,81,45,41,55,80
618,"Osvaldo Alonso",67,77,79,77,77,80,75,72,68,66
619,"Juraj Kucka",74,76,69,69,87,90,54,71,78,76
620,"Jeroen Zoet",57,61,57,45,44,63,42,54,57,19
621,"Illarramendi",69,61,65,58,79,66,73,70,53,51
622,"Adem Ljajic",78,75,83,79,69,65,79,81,63,48
623,"Eliaquim Mangala",47,71,71,77,77,88,64,65,86,80
624,"Canales",83,51,65,63,48,56,69,70,34,38
625,"Balenziaga",62,63,75,77,87,72,68,68,78,70
626,"Rafael",63,76,84,79,83,72,83,78,80,62
627,"Sebastian Rudy",80,76,74,68,78,65,73,79,65,59
628,"Jonathas",65,75,72,77,66,87,53,59,75,78
629,"Aleksandar Dragovic",67,72,69,74,73,80,64,67,80,76
630,"Manuel Lanzini",76,72,85,79,79,45,88,87,76,56
631,"Victor Wanyama",67,76,62,69,85,92,66,72,81,73
632,"Alfred NDiaye",62,66,66,77,81,93,57,60,62,55
633,"Nicolas Nkoulou",67,77,73,75,68,75,78,68,82,74
634,"Volkan Babacan",43,41,49,61,38,61,50,58,74,16
635,"Seydou Doumbia",74,81,90,92,84,67,70,70,83,73
636,"Pavel Mamaev",80,75,81,84,74,59,72,69,77,60
637,"Artem Dzyuba",79,70,69,73,83,93,37,50,60,88
638,"Maurício",46,74,69,69,74,80,60,58,88,78
639,"Yann MVila",72,69,79,72,81,75,62,73,71,61
640,"Kieran Gibbs",69,77,79,83,77,69,74,73,70,68
641,"Mariano",64,70,86,82,85,69,73,74,70,66
642,"Sofiane Feghouli",75,63,86,89,72,55,76,86,72,60
643,"Fernando",62,76,66,68,84,81,57,74,72,70
644,"Claudio Yacob",69,79,55,51,83,70,68,59,76,78
645,"Roberto",45,59,45,48,32,80,40,68,74,19
646,"Moussa Sissoko",68,76,79,82,88,86,63,74,80,70
647,"Maximiliano Pereira",65,74,77,76,88,68,83,76,76,67
648,"Sidnei",44,71,51,59,71,88,46,51,63,74
649,"William Vainqueur",66,78,75,69,82,87,73,66,73,62
650,"Miguel Veloso",80,81,68,61,67,75,75,69,74,67
651,"Fabricio",55,65,66,63,42,58,54,64,79,14
652,"Vieirinha",74,72,83,76,75,57,85,86,69,42
653,"Fabian Johnson",74,72,84,89,80,63,75,76,69,60
654,"Demba Ba",68,82,72,75,69,84,57,46,75,78
655,"Bryan Ruíz",80,81,68,69,70,61,71,79,56,75
656,"Marcus Berg",66,75,74,75,69,76,71,71,74,77
657,"Pontus Wernbloom",69,66,54,58,93,83,55,53,49,87
658,"David Ospina",40,29,34,34,29,38,50,44,75,15
659,"Ignacio Piatti",77,82,80,75,80,67,79,84,46,45
660,"Valter Birsa",81,79,74,76,68,78,68,68,68,60
661,"Matías Fernández",78,74,79,75,69,57,81,79,66,50
662,"Marcano",48,68,67,71,70,76,56,57,73,83
663,"Simon Mignolet",40,66,55,59,31,72,42,28,69,16
664,"Sergio Romero",44,52,47,44,35,75,44,52,63,12
665,"Domenico Criscito",71,78,78,77,90,66,65,68,80,66
666,"Castán",37,75,65,69,55,83,59,54,81,76
667,"Moussa Sow",73,78,86,85,75,77,71,86,80,77
668,"Diego Valeri",82,80,69,67,69,64,73,73,68,68
669,"Nuri Sahin",82,84,59,50,61,71,74,78,71,61
670,"Jonny Evans",45,68,69,67,69,73,57,50,80,81
671,"Danilo",42,74,55,55,55,76,60,50,76,72
672,"Nicolás Pareja",56,83,52,41,52,77,61,45,69,80
673,"Stefan Radu",60,76,75,75,74,77,67,71,65,70
674,"Nicolas Lombaerts",48,76,33,48,70,82,54,56,77,83
675,"Giuseppe Rossi",76,82,83,82,59,55,86,84,65,63
676,"Llorente",70,84,52,57,63,91,33,40,56,90
677,"Bafétimbi Gomis",69,82,66,70,66,85,58,59,73,81
678,"Mathieu Debuchy",64,76,75,72,83,71,74,76,81,74
679,"Ibrahim Afellay",78,78,78,77,71,59,79,77,75,46
680,"Jefferson Farfán",78,80,82,83,75,78,66,75,65,58
681,"Manuel Fernandes",79,67,83,76,73,69,76,82,74,59
682,"Scott Dann",55,80,49,54,74,82,56,50,72,85
683,"Clint Dempsey",72,82,69,69,70,73,69,74,79,76
684,"Michael Bradley",75,78,69,69,93,80,77,76,66,68
685,"Yoann Gourcuff",83,74,68,68,40,76,68,77,71,73
686,"Hilton",67,75,54,64,75,76,60,65,80,79
687,"Pablo Batalla",81,75,74,72,76,65,86,83,72,79
688,"Gaël Clichy",59,73,80,83,82,66,75,77,70,70
689,"Klaas-Jan Huntelaar",61,80,64,67,65,76,62,65,77,80
690,"Luisão",48,71,32,38,57,90,32,34,61,82
691,"Vasiliy Berezutskiy",62,75,52,59,73,85,45,34,72,78
692,"Igor Denisov",72,76,73,73,90,62,75,77,70,59
693,"Alexandr Samedov",80,74,81,80,82,68,71,78,64,59
694,"Jesús Navas",74,70,89,88,79,34,87,87,62,47
695,"Xabi Prieto",84,78,53,55,59,61,52,52,46,75
696,"Javi Fuego",69,86,61,56,82,77,60,64,70,60
697,"Marcelo Barovero",51,51,35,35,34,43,59,32,77,13
698,"Lisandro López",71,79,75,80,82,73,79,82,79,76
699,"Guillermo Ochoa",48,57,47,50,34,56,61,65,75,19
700,"Bruno Alves",58,82,62,55,68,88,63,65,92,79
701,"Burak Yilmaz",62,65,83,82,68,77,48,72,66,72
702,"Diego Benaglio",37,65,42,44,43,76,47,44,71,15
703,"Zoran Tošic",75,67,82,78,80,48,82,85,75,52
704,"Maxwell",74,81,71,74,83,70,72,76,72,68
705,"Kim Källström",82,75,54,51,76,80,63,65,75,65
706,"Tim Howard",52,61,50,48,26,71,50,48,73,12
707,"Denys Boyko",42,66,49,48,33,81,28,60,75,18
708,"Marcus Rashford",70,73,92,90,79,61,76,86,66,68
709,"Miguel Almirón",78,69,90,88,71,56,82,88,70,47
710,"Gabriel Jesus",72,84,88,85,84,61,91,92,63,61
711,"Oyarzabal",75,56,72,73,70,59,69,71,59,44
712,"André Silva",66,70,78,85,85,76,73,77,84,77
713,"Soares",58,67,83,84,84,85,77,74,76,76
714,"Nemanja Radoja",80,59,58,53,73,76,53,58,64,51
715,"Marcos Acuña",78,76,85,84,89,70,84,81,69,55
716,"Jorge Meré",34,46,72,68,67,71,74,67,80,80
717,"Jony",77,75,87,84,77,65,81,83,40,44
718,"Antonio Sanabria",72,76,81,83,72,76,75,82,75,69
719,"Cheikh NDoye",74,55,56,60,91,94,43,48,80,88
720,"José Izquierdo",72,73,94,93,84,63,83,90,72,60
721,"Gonzalo Escalante",73,80,64,68,85,72,64,66,74,58
722,"Theo Bongonda",73,61,85,83,59,54,75,86,63,39
723,"Sebastián Torrico",37,26,48,49,25,58,51,32,60,14
724,"Morales",71,67,90,88,78,54,67,81,62,54
725,"Wendell",69,72,87,86,77,64,78,77,68,52
726,"Andrej Kramaric",59,75,78,69,76,67,75,78,69,69
727,"Davide Zappacosta",64,72,79,85,90,69,77,75,69,60
728,"Jemerson",46,63,70,65,63,77,58,64,83,78
729,"Lucas Alario",64,66,73,70,71,79,70,69,91,81
730,"Duván Zapata",47,73,69,78,69,90,58,65,79,78
731,"Wylan Cyprien",76,79,80,80,85,79,75,82,79,67
732,"Diego Llorente",51,55,60,63,73,72,52,59,69,73
733,"Alex Telles",67,75,82,84,82,60,70,80,76,66
734,"Timo Werner",57,64,92,90,78,59,77,79,77,65
735,"André Hahn",70,68,70,86,87,81,60,65,82,71
736,"Paulo Oliveira",41,67,66,68,75,79,53,52,86,77
737,"Rachid Ghezzal",77,69,79,77,70,61,76,78,62,56
738,"Grimaldo",60,74,87,86,82,64,71,85,64,52
739,"Kevin Wimmer",59,75,64,70,63,80,61,59,73,75
740,"Tiago Volpi",39,50,59,58,36,72,47,63,72,13
741,"Joël Veltman",56,72,64,69,77,75,68,72,72,77
742,"Sead Kolašinac",56,70,74,84,84,88,55,52,76,73
743,"Guido Pizarro",71,74,60,57,91,80,49,61,71,60
744,"Michael Keane",52,75,72,67,79,84,59,46,80,81
745,"Jesse Lingard",75,65,85,84,81,54,84,84,65,61
746,"Bigas",35,58,72,73,78,71,66,65,77,80
747,"Vlad Chiriches",46,67,68,69,69,76,72,58,73,73
748,"Ben Davies",69,74,79,77,81,71,65,72,70,63
749,"Carlos Sánchez",79,75,88,89,89,61,79,82,75,69
750,"Santiago Gentiletti",52,74,69,69,55,79,62,61,78,76
751,"Takashi Inui",74,76,87,79,76,44,92,95,62,41
752,"Raúl Jiménez",71,73,77,78,78,78,53,84,70,82
753,"Joel Campbell",75,74,89,87,73,74,76,85,78,52
754,"Mário Rui",60,73,88,84,92,55,92,88,92,60
755,"MBaye Niang",68,68,85,92,75,73,69,85,69,64
756,"Christoph Kramer",70,77,53,54,93,69,52,66,51,58
757,"Konstantinos Fortounis",76,68,73,77,71,66,74,81,61,57
758,"Joãozinho",76,69,91,92,73,33,89,89,77,63
759,"André Carrillo",76,81,87,86,68,70,77,86,74,70
760,"Rodrigo Moledo",42,62,64,67,60,91,44,60,76,75
761,"Johannes Geis",80,74,53,54,81,76,76,67,81,65
762,"Salif Sané",61,72,64,68,76,84,43,60,54,88
763,"Milan Badelj",78,72,60,64,80,74,64,68,58,66
764,"Agustín Marchesín",65,49,49,52,38,59,60,68,75,11
765,"Lukasz Teodorczyk",65,77,75,77,79,77,58,63,74,80
766,"Nacer Chadli",76,79,76,78,79,83,54,65,71,67
767,"Cristian Tello",69,66,94,91,75,55,75,83,72,47
768,"Bruno",35,40,34,51,76,92,32,32,65,75
769,"Sebastian Rode",71,74,75,66,86,75,77,75,81,66
770,"Nicolai Jørgensen",75,68,76,78,84,81,64,66,72,71
771,"John Guidetti",60,78,65,66,64,82,58,65,68,67
772,"Bruno Martins Indi",35,66,58,63,73,85,64,53,58,73
773,"Jordy Clasie",83,71,68,65,76,69,90,75,56,27
774,"Charles Aránguiz",82,74,78,73,86,63,85,81,61,53
775,"Mathew Ryan",53,70,44,45,34,64,50,51,65,14
776,"Rogelio Funes Mori",72,76,83,77,83,77,73,79,82,76
777,"Aymen Abdennour",53,75,63,69,68,86,67,65,80,75
778,"Mexer",60,72,68,69,74,79,64,67,75,76
779,"Enzo Pérez",73,83,74,67,88,74,78,76,75,58
780,"Teófilo Gutiérrez",76,82,66,67,68,76,74,76,80,73
781,"Dorlan Pabón",76,74,90,86,83,85,83,82,86,51
782,"Charlie Austin",61,78,66,74,74,81,55,65,82,81
783,"Borja Bastón",65,70,58,67,60,89,41,61,56,77
784,"Sergi Enrich",63,65,60,67,77,80,65,68,76,80
785,"Hernán Pérez",72,82,82,79,70,69,68,76,77,54
786,"Thomas Delaney",76,80,71,74,89,78,72,70,82,75
787,"Davy Pröpper",83,74,66,71,91,69,64,72,70,65
788,"Cenk Tosun",61,74,74,73,74,80,66,76,80,82
789,"Koen Casteels",38,50,44,46,44,72,43,50,58,14
790,"Emanuele Giaccherini",76,78,84,74,79,55,93,88,55,58
791,"Allan Nyom",54,58,76,78,86,87,50,50,57,69
792,"Kevin Vogt",67,71,66,76,77,86,45,59,55,77
793,"Fontàs",56,60,33,32,35,83,43,55,54,73
794,"Lamine Sané",61,69,66,68,74,79,54,54,83,83
795,"Gökhan Töre",74,72,85,86,67,77,80,83,58,59
796,"Fredy Montero",83,75,75,74,74,58,84,87,81,75
797,"Celso Borges",73,81,59,62,76,76,59,64,65,68
798,"Michail Antonio",65,67,88,89,80,85,76,86,82,88
799,"Etxeita",30,59,52,60,76,82,55,67,79,75
800,"Julian Baumgartlinger",64,77,69,73,92,80,65,66,78,69
801,"Mehmet Ekici",78,74,75,75,74,72,72,77,62,60
802,"Muniain",71,76,86,79,51,47,94,87,73,43
803,"Susaeta",83,74,75,74,71,61,74,69,65,52
804,"Etrit Berisha",42,54,28,28,39,64,30,33,57,12
805,"Yannick Bolasie",63,69,89,89,80,82,76,84,60,51
806,"Miguel Lopes",62,70,77,77,87,75,67,68,71,65
807,"Senad Lulic",72,74,78,81,86,77,76,74,71,70
808,"Rochina",77,72,75,69,71,73,68,67,71,54
809,"Omar El Kaddouri",79,72,73,75,75,78,54,70,68,71
810,"Denis Glushakov",75,82,71,68,80,71,74,67,80,68
811,"Carlos Zambrano",45,73,65,68,73,78,59,65,82,76
812,"Mame Diouf",60,73,88,87,79,78,68,75,91,87
813,"Onur Kivrak",50,60,64,65,45,68,63,67,84,14
814,"Jefferson Montero",73,81,91,90,79,68,85,84,69,50
815,"Keisuke Honda",81,80,77,76,73,69,77,75,83,72
816,"Bernardo Espinosa",49,73,61,66,63,87,44,55,76,78
817,"Marco Fabián",77,69,76,69,75,66,84,90,73,61
818,"Ivelin Popov",78,72,80,78,78,68,60,74,62,66
819,"Joe Allen",72,84,67,63,86,56,91,79,78,44
820,"Romain Thomas",37,42,61,62,61,85,50,54,68,79
821,"Mehdi Carcela-González",69,75,87,82,54,53,80,89,66,35
822,"Sandro Wagner",47,61,54,65,68,90,49,53,61,88
823,"Pablo Piatti",74,68,88,79,65,52,91,85,76,71
824,"Eric Maxim Choupo-Moting",67,74,77,78,75,77,66,76,72,74
825,"Sebastian Langkamp",40,64,55,64,63,82,49,54,65,86
826,"Neven Subotic",44,75,67,73,69,80,60,59,74,84
827,"Fabian Delph",72,76,79,77,89,64,86,89,72,53
828,"Raúl Bobadilla",64,72,69,76,77,91,78,66,82,74
829,"Troy Deeney",67,78,69,69,79,92,74,65,86,82
830,"Håvard Nordtveit",69,69,63,64,79,81,59,61,68,77
831,"Balázs Dzsudzsák",81,79,78,76,76,61,73,84,62,42
832,"Andy Carroll",65,78,69,65,75,92,50,62,84,91
833,"Borek Dockal",84,83,68,69,69,56,72,69,63,57
834,"Marek Suchý",50,76,73,79,81,85,65,70,83,77
835,"Luiz Adriano",66,72,78,78,72,72,69,77,83,76
836,"Guilherme",55,65,37,40,34,62,30,54,62,13
837,"Ki Sung Yueng",82,84,64,68,72,72,59,70,70,71
838,"Ruud Vormer",74,75,65,66,92,75,67,63,71,70
839,"Etienne Capoue",66,77,65,55,92,77,55,49,74,70
840,"Paul Baysse",60,69,62,68,74,83,65,60,80,82
841,"Cristian Zapata",38,68,65,69,68,86,58,59,82,76
842,"Dieumerci Mbokani",69,85,76,81,78,83,66,83,83,79
843,"Marouane Fellaini",74,77,54,55,84,92,52,50,65,91
844,"Nahuel Guzmán",55,30,51,52,38,78,53,70,66,15
845,"Adrián Ramos",65,78,78,83,72,75,68,75,91,86
846,"Baiano",50,71,77,78,84,64,76,81,75,62
847,"Jan Durica",56,76,49,49,69,85,52,58,74,81
848,"Pedro León",80,53,61,69,69,59,72,63,48,36
849,"Zlatko Junuzovic",75,78,78,77,93,64,91,87,66,58
850,"Luca Antonelli",64,76,75,79,77,78,65,71,75,72
851,"Victor Moses",71,65,86,84,84,80,83,80,66,69
852,"Zurutuza",76,71,67,69,76,74,57,71,53,65
853,"Fraser Forster",44,34,32,35,29,80,42,32,59,13
854,"Lasse Schøne",82,77,63,56,72,58,75,72,72,58
855,"James McArthur",71,78,67,64,85,73,78,75,61,66
856,"Mario Suárez",75,80,58,63,74,75,57,55,58,68
857,"Steven Defour",80,76,71,66,72,66,78,74,71,62
858,"Diego Buonanotte",80,71,77,79,63,36,96,93,57,36
859,"Tim Krul",44,67,50,35,42,60,42,63,69,19
860,"Jack Cork",74,80,64,55,83,72,71,63,72,71
861,"Kenneth Vermeer",65,66,65,55,42,58,57,65,81,16
862,"Rafinha",63,77,75,69,78,51,83,81,57,50
863,"Salvatore Bocchetti",51,73,74,74,62,83,64,68,82,76
864,"Ignazio Abate",60,78,85,89,87,73,75,79,75,68
865,"Rasmus Elm",85,86,55,48,53,67,72,76,44,62
866,"Marco Ruben",70,75,77,76,68,73,72,71,80,75
867,"Jakub Blaszczykowski",75,82,77,77,75,72,80,79,64,48
868,"Adriano",69,81,77,75,74,69,76,77,74,65
869,"Tom Heaton",44,56,52,50,36,62,48,54,69,14
870,"Oleksandr Kucher",62,71,62,65,75,79,66,51,62,75
871,"Karim El Ahmadi",76,79,67,65,82,70,72,74,57,54
872,"Javi García",63,80,64,66,77,89,55,62,90,86
873,"David Abraham",55,73,77,85,68,79,54,61,78,79
874,"Riccardo Montolivo",84,82,55,65,69,69,75,69,61,60
875,"Fabio Quagliarella",71,78,76,68,69,78,75,72,69,60
876,"Jurado",79,68,73,69,64,56,72,78,62,47
877,"Ezequiel Lavezzi",75,72,81,82,67,74,85,82,72,48
878,"Christian Gentner",75,80,54,55,87,82,59,53,61,76
879,"Laurent Ciman",63,77,72,74,79,74,74,72,73,76
880,"Thomas Vermaelen",51,74,69,67,60,79,57,60,88,82
